Zeitraum;Typ;Artikelnummer;Artikelname;Bauteilnummer;Bauteilname;Bauteilabhaengigkeiten Nummer;Bauteilabhaengigkeiten Name;Prozentualer Anteil [%]
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K02669;"Axialrillenkugellager; 51203";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04361;"Rillenkugellager; 6003 2RS C3 FT150";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04318;Heating complete, 230 V / 2300 W;100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K02924;Extruder screw MA/E-25 u. 25-S;67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03831;"Rillenkugellager; 6000 BRS";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03832;"Rillenkugellager; 608 BRS";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03839;"Sicherungsring; A14";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03636;"O-Ring; 62 x 2";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03852;"Rillenkugellager; 6000-2BRS C3";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03638;"Wellendichtring; 10x19x7 Viton, Form A";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03588;"Sicherungsring; SW 10";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K06972;"Rillenkugellager + Lagerhülse; montiert";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04172;"Öl; 80ml";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04886A;"Kohlebürste UX1; 2412";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03635;"Wellendichtring; 25x42x7 - BA";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05131;Anker UX1 230V;100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05544;"Rillenkugellager;";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05148;"Vorlegerad;UX1";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03035;Circlip H 16;67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04416;"Griffschale - links; Antrieb UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K04417;"Griffschale - rechts; Antrieb UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K03769;"Motorgehäuse 301500_UX1; Antrieb DB, UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05674;"Housing cover; UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K02941;"Handgriff; M 8            MA/E-25 u. 25-S";K05574;"Flansch;";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K02965;"Dichtring; MA/E-25 u. 25-S";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K02669;"Axialrillenkugellager; 51203";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04318;Heating complete, 230 V / 2300 W;100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K02924;Extruder screw MA/E-25 u. 25-S;67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03831;"Rillenkugellager; 6000 BRS";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03832;"Rillenkugellager; 608 BRS";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03839;"Sicherungsring; A14";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03636;"O-Ring; 62 x 2";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03852;"Rillenkugellager; 6000-2BRS C3";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03638;"Wellendichtring; 10x19x7 Viton, Form A";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03588;"Sicherungsring; SW 10";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K06972;"Rillenkugellager + Lagerhülse; montiert";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04172;"Öl; 80ml";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04886A;"Kohlebürste UX1; 2412";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03635;"Wellendichtring; 25x42x7 - BA";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05131;Anker UX1 230V;100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05544;"Rillenkugellager;";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05148;"Vorlegerad;UX1";100
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03035;Circlip H 16;67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04416;"Griffschale - links; Antrieb UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K04417;"Griffschale - rechts; Antrieb UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03769;"Motorgehäuse 301500_UX1; Antrieb DB, UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05674;"Housing cover; UX1";67
01.06.2017-31.12.2021;MAK-18;K06846;"Extruderschweißgerät; MEK-18-Ls-eS-IP, 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K05574;"Flansch;";67
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04785;"Kabelklammer, Polyethylen; Größe 4";K04785;"Kabelklammer, Polyethylen; Größe 4";100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04785;"Kabelklammer, Polyethylen; Größe 4";K07407;Kabelverschraubung flexibel, Metall, M20x1,5;100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04785;"Kabelklammer, Polyethylen; Größe 4";K04235;"Heating Element; 1750W;120V; MEG-17";100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K07407;Kabelverschraubung flexibel, Metall, M20x1,5;K04785;"Kabelklammer, Polyethylen; Größe 4";100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K07407;Kabelverschraubung flexibel, Metall, M20x1,5;K07407;Kabelverschraubung flexibel, Metall, M20x1,5;100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K07407;Kabelverschraubung flexibel, Metall, M20x1,5;K04235;"Heating Element; 1750W;120V; MEG-17";100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04235;"Heating Element; 1750W;120V; MEG-17";K04785;"Kabelklammer, Polyethylen; Größe 4";100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04235;"Heating Element; 1750W;120V; MEG-17";K07407;Kabelverschraubung flexibel, Metall, M20x1,5;100
01.06.2017-31.12.2021;MAK-18;K04677A;"Extruderschweißgerät; MAK-18, 120 V, mN, dGr";K04235;"Heating Element; 1750W;120V; MEG-17";K04235;"Heating Element; 1750W;120V; MEG-17";100
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03626;"Cap; 802053";K05492;"Frequency Converter complete;reconditioned";67
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03626;"Cap; 802053";K03623;"Einbaudose kompl.; Munsch konfektioniert";69
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K05492;"Frequency Converter complete;reconditioned";K03626;"Cap; 802053";67
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K05492;"Frequency Converter complete;reconditioned";K03623;"Einbaudose kompl.; Munsch konfektioniert";72
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03848;"Cable screw fitting; PG16";K03623;"Einbaudose kompl.; Munsch konfektioniert";60
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K03623;"Einbaudose kompl.; Munsch konfektioniert";64
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03626;"Cap; 802053";69
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K05492;"Frequency Converter complete;reconditioned";72
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03848;"Cable screw fitting; PG16";60
01.06.2017-31.12.2021;PB;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";64
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K05492;"Frequency Converter complete;reconditioned";K03355;"Lüfter; 80 x 80 x 25";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K05492;"Frequency Converter complete;reconditioned";K03623;"Einbaudose kompl.; Munsch konfektioniert";100
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03355;"Lüfter; 80 x 80 x 25";K05492;"Frequency Converter complete;reconditioned";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03355;"Lüfter; 80 x 80 x 25";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03603;"Abstandsclip; für Leiterplatten";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K05492;"Frequency Converter complete;reconditioned";100
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03355;"Lüfter; 80 x 80 x 25";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03603;"Abstandsclip; für Leiterplatten";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03848;"Cable screw fitting; PG16";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K05442;"Distanzhülse; Id4,3 x Ad8 x 7, Ms";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03629;"Connection cable complete; für Powerbox WX2";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03848;"Cable screw fitting; PG16";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K05442;"Distanzhülse; Id4,3 x Ad8 x 7, Ms";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K03859;"Powerbox WX2PBMu, 230V; mit EIN/AUS-Schalter";K03629;"Connection cable complete; für Powerbox WX2";K03623;"Einbaudose kompl.; Munsch konfektioniert";75
01.06.2017-31.12.2021;PB;K07102;"Powerbox WX2PBMu-200, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03623;"Einbaudose kompl.; Munsch konfektioniert";100
01.06.2017-31.12.2021;PB;K07102;"Powerbox WX2PBMu-200, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K03626;"Cap; 802053";100
01.06.2017-31.12.2021;PB;K07102;"Powerbox WX2PBMu-200, 230V; mit EMV-Filter";K03626;"Cap; 802053";K03623;"Einbaudose kompl.; Munsch konfektioniert";100
01.06.2017-31.12.2021;PB;K07102;"Powerbox WX2PBMu-200, 230V; mit EMV-Filter";K03626;"Cap; 802053";K03626;"Cap; 802053";100
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K03614;"Platine; poti kompl.";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K03603;"Abstandsclip; für Leiterplatten";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K03623;"Einbaudose kompl.; Munsch konfektioniert";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K03626;"Cap; 802053";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K07503;"Distanzblech; 120 x 60 x 7,5";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";K07504;"Distanzblech; 250 x 125 x 3";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03614;"Platine; poti kompl.";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03603;"Abstandsclip; für Leiterplatten";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03623;"Einbaudose kompl.; Munsch konfektioniert";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K03626;"Cap; 802053";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07503;"Distanzblech; 120 x 60 x 7,5";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K02782C;"Powerbox WX2PBMu, 230V; mit EMV-Filter";K07504;"Distanzblech; 250 x 125 x 3";K07482;"Frequenzumrichter kompl.; FU127-230PC-M";60
01.06.2017-31.12.2021;PB;K07267;"Powerbox WX2PBMu-ROB, 230V; mit EMV-Filter";K03603;"Abstandsclip; für Leiterplatten";K03603;"Abstandsclip; für Leiterplatten";100
01.06.2017-31.12.2021;PB;K07267;"Powerbox WX2PBMu-ROB, 230V; mit EMV-Filter";K03603;"Abstandsclip; für Leiterplatten";K05492;"Frequency Converter complete;reconditioned";100
01.06.2017-31.12.2021;PB;K07267;"Powerbox WX2PBMu-ROB, 230V; mit EMV-Filter";K05492;"Frequency Converter complete;reconditioned";K03603;"Abstandsclip; für Leiterplatten";100
01.06.2017-31.12.2021;PB;K07267;"Powerbox WX2PBMu-ROB, 230V; mit EMV-Filter";K05492;"Frequency Converter complete;reconditioned";K05492;"Frequency Converter complete;reconditioned";100
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K03701;Axial ball bearing 51305;62
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K03702;Ball bearing 6005 2RS C3 FT150;64
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K04172;"Öl; 80ml";68
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K04886A;"Kohlebürste UX1; 2412";68
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K04232;"Elektronikeinheit; 230V, MEG-23";75
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K04785;"Kabelklammer, Polyethylen; Größe 4";79
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";62
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K04234;Heating element, 2300W, 230V, MEG-23;66
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K02432;Blind cover EBM13 800134;62
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K03990;"connecting board; Type K";60
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K05131;Anker UX1 230V;K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";60
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K05131;Anker UX1 230V;62
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03831;"Rillenkugellager; 6000 BRS";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03832;"Rillenkugellager; 608 BRS";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03839;"Sicherungsring; A14";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03636;"O-Ring; 62 x 2";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03852;"Rillenkugellager; 6000-2BRS C3";67
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03638;"Wellendichtring; 10x19x7 Viton, Form A";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03588;"Sicherungsring; SW 10";65
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K06972;"Rillenkugellager + Lagerhülse; montiert";67
01.06.2017-31.12.2021;MAK-32;K04905;"Extruderschweißgerät; MAK-32-B, 230 V, mN";K03701;Axial ball bearing 51305;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";65
